gc,kind,pause_us,suspend_us,fixctx_us,roots_us,freach_us,handles_us,dep_us,after_us,weak_us,cards_us,card_regions,sweep_us,zero_us,zero_mb,marked_n,marked_mb,live_mb,committed_mb,win_n,win_ms,wait_ms,carve_ms,wzero_ms,blk_n,span_n,hole_n,clean_n,pause_a_us,window_us,pause_b_us,window_marked_n,bsusp_us,rescan_us,drain2_us,predrain_us,predrain_cards,predrain_passes,csweep_us,trim_us,pool_mb,bfresh_n,breo_n,bold_n,holes_mb,tail_mb,cls_n,clsfree_mb,spanreg_n,budget_mb,reason
739,young,5488,243,8,396,0,31,2,0,112,1954,458,2645,19329590,385318.5,33681,2.5,69.7,1126.0,3453882,11394.6,792.1,1341.5,8917.4,2328,0,3478038,2871413,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,466,753.4,0.0,25,37.4,0,517.7,
740,young,5690,22,8,1099,0,16,1,0,72,1761,460,2598,19353532,385830.1,29923,2.2,71.8,1126.0,3458624,11400.5,792.3,1343.2,8920.8,2328,0,3482837,2875484,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,466,747.5,0.0,25,37.4,0,519.8,
741,young,5609,89,14,541,0,24,1,0,88,1997,459,2767,19369648,386348.7,28032,2.1,73.9,1126.0,3463412,11406.0,792.5,1344.9,8923.8,2328,0,3487679,2879833,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,466,741.8,0.0,25,37.4,0,521.9,
742,young,5649,39,7,626,0,21,2,0,75,1591,458,3205,19392091,386868.1,21193,1.6,75.5,1126.0,3468224,11424.5,799.4,1352.1,8926.9,2330,0,3492566,2884251,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,466,736.4,0.0,25,37.3,0,523.5,
743,young,5282,98,9,258,0,39,2,0,125,1705,458,2924,19411596,387390.5,19632,1.5,77.0,1126.0,3473037,11431.6,799.6,1354.0,8931.3,2330,0,3497448,2888359,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,466,732.8,0.0,25,37.3,0,525.0,
744,young,5919,44,6,848,0,20,1,0,77,1957,458,2887,19430707,387910.9,33422,2.4,79.5,1126.0,3477901,11438.2,800.1,1356.3,8934.6,2330,0,3502381,2892717,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,466,727.3,0.0,25,37.3,0,527.5,
745,young,5867,48,8,687,0,35,1,0,108,1974,457,2899,19450900,388438.5,31089,2.3,81.8,1126.0,3482790,11446.0,800.6,1357.9,8940.0,2330,0,3507361,2897039,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,466,721.6,0.0,25,37.3,0,529.8,
746,young,5791,25,8,550,0,28,2,0,104,1800,457,3224,19469750,388964.8,29115,2.1,83.9,1126.0,3487706,11451.1,800.8,1359.9,8942.3,2330,0,3512353,2901500,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,466,716.5,0.0,25,37.3,0,531.9,
747,full-cycle,12466,35,620,0,0,0,1,1,84,1168,444,100,19489202,389537.8,162181,19.4,19.4,1126.0,3494563,11459.9,802.0,1362.6,8946.6,2378,0,3519273,2907417,655,6753,1943,127524,42,552,74,0,0,0,3013,0,138.0,9,29,428,844.7,11.2,28,46.4,0,512.0,promoted
748,young,2987,19,6,193,0,35,2,1,112,1958,451,569,19517941,390247.6,33465,6.3,25.6,1126.0,3499886,11466.4,802.5,1364.3,8950.3,2408,0,3524608,2912006,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,860.4,9.0,28,44.6,0,512.0,
749,young,3343,29,8,174,0,27,1,0,111,2154,453,745,19534291,390834.2,38631,2.8,28.5,1126.0,3504710,11471.3,802.7,1365.7,8953.1,2408,0,3529485,2916294,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,1,463,847.7,9.0,28,44.6,0,512.0,
750,young,4009,27,7,651,0,23,2,0,92,2161,454,956,19552468,391341.4,35706,2.6,31.1,1126.0,3509232,11478.9,803.8,1367.7,8957.3,2408,0,3534061,2920099,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,840.7,9.0,28,44.6,0,512.0,
751,young,3342,94,8,355,0,44,2,0,125,1663,453,994,19567528,391852.4,34978,2.6,33.6,1126.0,3513846,11483.9,804.0,1369.1,8960.1,2408,0,3538724,2924359,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,832.9,9.0,28,44.6,0,512.0,
752,young,3848,66,8,448,0,31,2,0,113,1968,456,1141,19586321,392362.6,37351,2.7,36.4,1126.0,3518378,11488.9,804.2,1370.4,8963.3,2408,0,3543288,2928360,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,826.4,9.0,28,44.6,0,512.0,
753,young,4068,16,5,513,0,28,1,0,79,2029,456,1341,19603454,392874.4,37398,2.8,39.1,1126.0,3522891,11500.6,807.7,1375.0,8966.4,2408,0,3547845,2932345,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,820.0,9.0,28,44.6,0,512.0,
754,young,4150,39,8,334,0,26,2,0,85,2070,457,1414,19617869,393386.6,38267,2.8,41.9,1126.0,3527395,11504.6,807.8,1376.5,8968.3,2408,0,3552395,2936482,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,814.3,9.0,28,44.6,0,512.0,
755,young,3870,20,5,151,0,26,2,0,78,2018,457,1537,19632351,393899.4,38507,2.8,44.8,1126.0,3531954,11509.9,808.1,1377.7,8971.7,2408,0,3557005,2940584,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,807.5,9.0,28,44.6,0,512.0,
756,young,4247,17,7,389,0,30,1,0,77,2116,456,1553,19648115,394411.4,36471,2.7,47.4,1126.0,3536552,11514.9,808.5,1379.1,8974.3,2408,0,3561669,2944812,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,799.8,9.0,28,44.6,0,512.0,
757,young,4569,24,6,502,0,22,1,0,78,2044,458,1802,19662379,394921.1,34416,2.5,50.0,1126.0,3541112,11519.2,808.7,1380.5,8976.7,2408,0,3566274,2948976,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,793.5,9.0,28,44.6,0,512.0,
758,young,5469,302,9,649,0,29,2,0,114,2018,458,2212,19691006,395381.0,36044,2.8,52.8,1126.0,3545682,11524.8,808.9,1381.9,8980.1,2412,0,3570904,2952891,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,786.2,9.0,28,44.3,0,512.0,
759,young,4397,24,8,479,0,17,1,0,90,1992,460,1734,19707807,395939.0,36093,2.7,55.5,1126.0,3550243,11529.5,809.1,1383.4,8982.7,2412,0,3575532,2957051,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,2,462,778.4,9.0,28,44.3,0,512.0,
760,young,4950,38,9,510,0,24,1,0,100,1912,459,2251,19724188,396451.0,29999,2.1,57.6,1126.0,3554844,11533.5,809.3,1384.8,8984.7,2412,0,3580187,2961302,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,772.9,9.0,28,44.3,0,512.0,
761,young,4550,17,7,493,0,27,1,0,107,1880,461,1968,19740397,396959.2,27009,2.1,59.7,1126.0,3559455,11540.3,812.6,1386.1,8986.5,2412,0,3584863,2965602,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,768.1,9.0,28,44.3,0,512.0,
762,young,5199,31,9,198,0,18,1,1,99,2496,460,2252,19756103,397473.9,32965,2.4,62.0,1126.0,3564061,11545.2,812.8,1387.7,8989.2,2412,0,3589524,2969784,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,762.6,9.0,28,44.3,0,512.0,
763,young,5600,425,9,399,0,32,2,0,117,1822,457,2706,19771834,397985.1,25052,1.9,64.0,1126.0,3568710,11551.4,813.7,1389.8,8991.8,2414,0,3594240,2974039,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,2,462,756.7,9.0,28,44.2,0,512.0,
764,young,5751,20,8,289,0,33,2,0,182,2427,458,2718,19789610,398496.2,30801,2.7,66.7,1126.0,3573308,11559.5,814.1,1392.1,8996.9,2422,0,3598910,2978089,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,752.6,9.0,28,43.7,0,514.7,
765,young,5728,168,8,540,0,17,1,0,71,2283,458,2514,19805394,399008.7,37850,2.8,69.4,1126.0,3577983,11564.3,814.2,1393.9,8999.4,2422,0,3603630,2982331,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,747.0,9.0,28,43.7,0,517.4,
766,young,5386,28,7,580,0,30,1,0,100,1904,460,2626,19820175,399523.0,31403,2.3,71.7,1126.0,3582706,11569.6,814.7,1395.3,9002.4,2422,0,3608395,2986535,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,740.8,9.0,28,43.7,0,519.7,
767,young,5602,231,6,590,0,28,1,0,78,1838,460,2731,19837746,400036.5,29998,2.2,74.0,1126.0,3587440,11575.2,814.8,1396.8,9005.9,2422,0,3613197,2990767,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,736.0,9.0,28,43.7,0,522.0,
768,young,5382,30,7,638,0,24,2,0,109,1697,462,2799,19856640,400560.7,28765,2.1,76.0,1126.0,3592223,11580.8,815.0,1398.9,9008.6,2422,0,3618014,2995073,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,730.6,9.0,28,43.7,0,524.0,
769,young,5471,18,6,605,0,24,1,1,75,1928,463,2748,19872218,401081.8,26729,2.0,78.0,1126.0,3597040,11586.2,815.2,1400.9,9011.2,2422,0,3622884,2999481,0,0,0,0,0,0,0,0,0,0,0,1,142.0,0,2,462,725.7,9.0,28,43.7,0,526.0,
770,young,6109,18,6,540,0,20,2,0,84,2339,462,3008,19885081,401605.0,37933,2.8,80.8,1126.0,3601874,11589.8,815.4,1402.3,9012.9,2422,0,3627761,3004025,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,719.8,9.0,28,43.7,0,528.8,
771,young,6127,49,6,493,0,21,1,0,92,2611,462,2805,19900494,402131.2,38153,2.8,83.6,1126.0,3606748,11594.7,815.6,1403.8,9015.6,2422,0,3632689,3008436,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,464,713.2,9.0,28,43.7,0,531.6,
772,full-cycle,10622,25,638,0,0,0,1,0,80,1886,441,95,19915633,402666.2,168134,19.6,19.6,1126.0,3612782,11600.1,815.8,1405.6,9018.5,2454,0,3638741,3013958,663,6552,2356,128979,27,273,66,0,0,0,988,0,122.0,13,11,445,878.8,17.2,33,57.4,0,512.0,promoted
773,young,3112,18,6,311,0,24,2,0,74,1958,442,634,19938710,403515.1,36689,5.5,25.1,1126.0,3618923,11606.4,816.1,1407.1,9022.4,2480,0,3644900,3019039,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,854.6,16.9,33,55.8,0,512.0,
774,young,3626,80,7,482,0,25,2,0,92,2006,454,807,19952087,403990.7,33879,3.5,28.6,1126.0,3623414,11609.8,816.2,1408.5,9023.5,2502,0,3649461,3023398,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,1,467,847.1,16.9,33,54.6,0,512.0,
775,young,3246,29,8,160,0,38,2,1,89,1880,457,908,19967264,404499.8,28937,2.9,31.5,1126.0,3627993,11613.3,816.4,1409.8,9025.1,2518,0,3654096,3027724,0,0,0,0,0,0,0,0,0,0,0,1,124.0,0,0,468,840.4,16.9,33,53.6,0,512.0,
776,young,3488,31,8,370,0,30,1,0,86,1986,456,898,19982023,404998.9,34541,2.6,34.1,1126.0,3632466,11617.7,816.7,1411.1,9027.5,2518,0,3658634,3031766,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,834.5,16.9,33,53.6,0,512.0,
777,young,3754,38,8,363,0,29,1,0,76,2107,456,1052,20002050,405518.8,37279,2.7,36.8,1126.0,3637094,11623.0,816.9,1412.5,9030.7,2518,0,3663324,3035922,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,826.2,16.9,33,53.6,0,512.0,
778,young,3742,23,8,640,0,24,1,0,73,1800,457,1096,20018103,406026.4,36111,2.7,39.5,1126.0,3641593,11628.0,817.1,1413.8,9033.7,2518,0,3667880,3039896,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,819.7,16.9,33,53.6,0,512.0,
779,young,3659,49,7,572,0,26,1,0,76,1675,458,1170,20032694,406536.8,30381,2.3,41.8,1126.0,3646079,11632.9,817.3,1415.3,9036.4,2520,0,3672439,3043959,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,813.9,16.9,33,53.5,0,512.0,
780,young,3665,17,6,420,0,34,2,0,114,1702,459,1304,20046781,407044.9,25046,1.9,43.6,1126.0,3650593,11637.5,817.6,1417.0,9038.4,2520,0,3677014,3048164,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,808.8,16.9,33,53.5,0,512.0,
781,young,3737,23,7,456,0,27,2,0,102,1645,461,1397,20064276,407560.2,25557,1.9,45.5,1126.0,3655109,11643.7,817.8,1418.3,9042.8,2520,0,3681573,3052102,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,803.5,16.9,33,53.5,0,512.0,
782,young,3442,161,8,363,0,21,2,0,65,1351,461,1397,20081672,408071.1,20424,1.5,47.0,1126.0,3659649,11649.8,818.0,1419.8,9046.6,2520,0,3686156,3055920,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,1,467,798.7,16.9,33,53.5,0,512.0,
783,young,3426,24,7,487,0,17,1,0,68,1277,462,1472,20104979,408580.7,20225,1.5,48.5,1126.0,3664204,11656.0,818.2,1421.1,9050.9,2520,0,3690754,3059694,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,794.5,16.9,33,53.5,0,512.0,
784,young,4427,156,8,652,0,24,1,0,88,1708,463,1702,20118989,409094.4,27083,2.1,50.5,1126.0,3668750,11661.4,818.3,1422.5,9054.4,2520,0,3695363,3063795,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,790.0,16.9,33,53.5,0,512.0,
785,young,4420,20,6,306,0,33,2,0,104,2108,463,1774,20137356,409606.2,38210,2.8,53.3,1126.0,3673337,11666.2,818.5,1423.9,9057.3,2520,0,3699990,3067843,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,783.9,16.9,33,53.5,0,512.0,
786,young,4849,23,7,312,0,127,1,0,77,2305,462,1929,20150092,410113.0,42687,3.3,56.6,1126.0,3677952,11670.0,818.6,1425.1,9059.3,2520,0,3704667,3072142,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,771.8,16.9,33,53.5,0,512.0,
787,young,4397,21,7,700,0,113,1,0,107,1362,437,1960,20165381,410620.5,22845,1.8,58.5,1126.0,3682625,11674.2,818.8,1427.3,9060.7,2520,0,3709408,3076596,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,760.5,16.9,33,53.5,0,512.0,
788,young,4792,47,8,384,0,26,2,0,129,1570,442,2556,20182233,411125.4,24756,1.9,60.4,1126.0,3687266,11679.5,819.2,1428.8,9063.8,2520,0,3714105,3080719,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,754.4,16.9,33,53.5,0,512.0,
789,young,4271,44,6,366,0,24,2,0,114,1555,446,2076,20198656,411636.0,27785,2.1,62.5,1126.0,3691902,11688.5,821.1,1430.7,9068.5,2522,0,3718819,3084723,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,1,467,748.5,16.9,33,53.4,0,512.0,
790,young,5645,524,6,776,0,23,1,1,97,1635,441,2504,20215785,412146.6,24486,1.9,64.4,1126.0,3696604,11693.8,821.3,1432.1,9071.8,2522,0,3723560,3088805,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,744.0,16.9,33,53.4,0,512.4,
791,young,5075,18,6,380,0,27,1,0,102,2144,442,2293,20234554,412658.1,35568,2.6,67.0,1126.0,3701357,11701.6,823.1,1433.8,9075.8,2522,0,3728366,3093138,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,738.2,16.9,33,53.4,0,515.0,
792,young,4846,36,5,284,0,25,2,0,120,1794,444,2471,20251899,413169.7,36139,2.6,69.6,1126.0,3706099,11711.1,827.3,1436.1,9078.4,2522,0,3733160,3097398,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,2,466,731.2,16.9,33,53.4,0,517.6,
793,young,5211,218,7,250,0,35,2,0,158,1902,459,2537,20278637,413537.8,29068,2.1,71.7,1126.0,3710970,11718.3,827.4,1437.5,9083.8,2522,0,3738070,3101103,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,723.4,16.9,33,53.4,0,519.7,
794,young,5427,33,8,438,0,26,2,0,129,1888,450,2765,20305723,414193.9,28046,2.1,73.8,1126.0,3715740,11729.2,830.7,1439.0,9089.4,2522,0,3742906,3105140,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,718.2,16.9,33,53.4,0,521.8,
795,young,5088,18,6,386,0,12,2,0,84,1937,455,2548,20320569,414712.5,33475,2.4,76.3,1126.0,3720534,11733.9,831.5,1441.1,9090.8,2522,0,3747761,3109717,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,712.7,16.9,33,53.4,0,524.3,
796,young,5814,20,7,221,0,30,2,0,135,2027,458,3286,20335160,415232.8,32406,2.4,78.7,1126.0,3725391,11738.5,831.6,1442.5,9093.4,2522,0,3752672,3114107,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,706.5,16.9,33,53.4,0,526.7,
797,young,6421,87,7,278,0,36,2,0,161,2574,455,3188,20350857,415757.7,38234,2.8,81.5,1126.0,3730303,11742.1,831.9,1443.9,9094.9,2522,0,3757632,3118762,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,2,466,699.6,16.9,33,53.4,0,529.5,
798,young,6104,26,7,642,0,33,1,0,105,2143,461,3070,20372715,416282.0,37381,2.7,84.2,1126.0,3735254,11746.1,832.2,1445.3,9096.8,2522,0,3762630,3123305,0,0,0,0,0,0,0,0,0,0,0,0,124.0,0,0,468,693.1,16.9,33,53.4,0,532.2,
799,full-cycle,10331,18,867,0,0,0,1,0,180,1437,423,198,20390187,416810.9,160222,19.1,19.1,1126.0,3741281,11751.7,832.4,1447.4,9099.6,2544,0,3768710,3128903,886,6120,2193,133497,21,449,81,0,0,0,1055,0,136.0,9,9,442,867.9,14.4,35,61.8,0,512.0,promoted
800,young,3471,36,9,512,0,23,2,0,88,2000,412,723,20416305,417686.1,33778,5.2,24.3,1126.0,3747535,11759.4,832.6,1449.2,9104.7,2578,0,3774998,3133902,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,839.2,14.4,35,59.8,0,512.0,
801,young,3414,43,6,444,0,28,1,1,96,1932,422,795,20432045,418158.6,32383,2.5,26.8,1126.0,3752070,11764.9,832.8,1450.5,9108.2,2580,0,3779581,3137742,0,0,0,0,0,0,0,0,0,0,0,1,136.0,0,0,460,832.8,14.4,35,59.7,0,512.0,
802,young,2763,24,8,210,0,17,1,0,68,1521,429,840,20447574,418670.4,36876,2.7,29.5,1126.0,3756600,11770.6,833.1,1451.8,9111.9,2580,0,3784154,3141668,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,1,459,825.4,14.4,35,59.7,0,512.0,
803,young,3863,62,6,522,0,27,1,0,84,1990,431,1067,20470726,419180.8,39048,2.9,32.4,1126.0,3761140,11775.1,833.2,1453.0,9114.7,2580,0,3788733,3145606,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,819.3,14.4,35,59.7,0,512.0,
804,young,4022,31,9,893,0,18,2,0,75,1758,434,1135,20485105,419692.6,28507,2.7,35.1,1126.0,3765673,11781.0,833.4,1454.3,9118.7,2594,0,3793318,3149641,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,813.4,14.4,35,58.9,0,512.0,
805,young,3186,166,8,393,0,28,1,0,109,1206,432,1193,20499975,420202.5,14835,1.1,36.2,1126.0,3770205,11791.1,837.9,1456.1,9122.2,2594,0,3797902,3153653,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,809.6,14.4,35,58.9,0,512.0,
806,young,3542,278,8,318,0,25,1,0,119,1336,436,1333,20518410,420708.3,14923,1.1,37.3,1126.0,3774740,11796.6,838.1,1457.6,9125.6,2594,0,3802511,3157631,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,805.1,14.4,35,58.9,0,512.0,
807,young,3370,19,7,525,0,24,1,0,91,1501,434,1146,20536348,421227.1,25440,1.9,39.2,1126.0,3779315,11801.7,838.3,1458.9,9128.8,2594,0,3807130,3161603,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,799.0,14.4,35,58.9,0,512.0,
808,young,3880,86,8,255,0,25,1,0,86,1952,431,1397,20554789,421737.8,31373,2.3,41.5,1126.0,3783892,11807.0,838.5,1460.2,9132.2,2594,0,3811770,3165651,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,1,459,792.3,14.4,35,58.9,0,512.0,
809,young,4226,115,9,642,0,23,1,0,84,1764,433,1512,20570823,422250.0,30124,2.3,43.7,1126.0,3788472,11813.5,838.7,1461.8,9136.3,2594,0,3816394,3169641,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,787.5,14.4,35,58.9,0,512.0,
810,young,4308,18,6,323,0,23,1,0,86,2231,434,1553,20590265,422762.9,37915,2.8,46.5,1126.0,3793107,11817.2,838.9,1463.2,9138.0,2594,0,3821085,3173952,0,0,0,0,0,0,0,0,0,0,0,1,136.0,0,0,460,780.9,14.4,35,58.9,0,512.0,
811,young,4417,23,7,456,0,25,1,0,79,2209,435,1545,20604470,423268.4,37767,2.8,49.3,1126.0,3797710,11821.8,839.1,1464.7,9140.6,2594,0,3825745,3178074,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,774.1,14.4,35,58.9,0,512.0,
812,young,3531,26,8,213,0,15,1,0,69,1378,435,1735,20620614,423785.8,28048,2.0,51.3,1126.0,3802343,11827.0,839.5,1466.0,9143.6,2594,0,3830415,3182269,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,1,459,769.3,14.4,35,58.9,0,512.0,
813,young,4018,182,8,506,0,17,1,0,83,1279,438,1820,20638862,424298.6,21529,1.7,53.0,1126.0,3806959,11834.3,839.7,1467.7,9148.6,2596,0,3835084,3186390,0,0,0,0,0,0,0,0,0,0,0,1,136.0,0,0,460,764.9,14.4,35,58.8,0,512.0,
814,young,4462,30,7,488,0,28,2,0,103,1821,438,1928,20657083,424808.6,30644,2.6,55.6,1126.0,3811576,11839.4,839.8,1469.2,9151.6,2602,0,3839781,3190495,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,1,459,758.5,14.4,35,58.4,0,512.0,
815,young,4240,22,7,331,0,29,1,0,76,1953,440,1735,20673016,425322.7,32827,2.4,58.0,1126.0,3816192,11843.9,840.0,1470.9,9153.8,2602,0,3844466,3194788,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,752.7,14.4,35,58.4,0,512.0,
816,young,4486,19,8,414,0,21,2,0,81,2014,444,1838,20691851,425834.2,33438,2.5,60.5,1126.0,3820827,11851.1,840.2,1472.9,9158.1,2602,0,3849160,3198930,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,747.8,14.4,35,58.4,0,512.0,
817,young,5083,32,8,664,0,31,2,0,104,1920,447,2233,20709440,426348.5,31870,2.4,62.8,1126.0,3825477,11864.2,847.9,1475.4,9160.6,2604,0,3853871,3203200,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,742.1,14.4,35,58.3,0,512.0,
818,young,5496,22,7,1007,0,34,1,0,86,1881,448,2343,20724543,426855.9,28677,2.2,65.0,1126.0,3830142,11869.6,848.0,1476.8,9163.5,2604,0,3858595,3207463,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,735.6,14.4,35,58.3,0,513.0,
819,young,6174,27,9,200,0,33,1,0,118,2558,451,3153,20739065,427368.8,36340,2.7,67.7,1126.0,3834784,11873.3,848.2,1478.2,9165.2,2604,0,3863286,3211804,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,728.5,14.4,35,58.3,0,515.7,
820,young,6217,40,8,257,0,23,1,0,88,2847,454,2836,20757173,427880.9,38773,2.9,70.5,1126.0,3839424,11878.6,848.5,1479.9,9168.0,2604,0,3867982,3215996,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,723.0,14.4,35,58.3,0,518.5,
821,young,6132,22,8,370,0,42,2,0,116,2234,454,3242,20773653,428395.4,38147,2.8,73.3,1126.0,3844108,11881.9,848.7,1481.4,9169.3,2604,0,3872726,3220461,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,717.4,14.4,35,58.3,0,521.3,
822,young,5643,24,9,550,0,33,2,0,78,2294,451,2583,20787616,428917.4,36184,2.7,76.0,1126.0,3848850,11886.1,848.8,1483.0,9171.4,2604,0,3877530,3224914,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,711.2,14.4,35,58.3,0,524.0,
823,young,5400,32,7,563,0,29,1,0,73,2169,449,2459,20802772,429438.5,35795,2.6,78.6,1126.0,3853647,11889.9,849.0,1484.2,9173.4,2604,0,3882366,3229386,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,705.3,14.4,35,58.3,0,526.6,
824,young,5562,23,7,412,0,34,2,0,103,2200,449,2701,20816987,429961.2,38483,2.8,81.4,1126.0,3858478,11894.8,849.3,1485.7,9176.2,2604,0,3887241,3233779,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,699.0,14.4,35,58.3,0,529.4,
825,young,5499,88,7,595,0,21,2,0,67,2007,449,2626,20834158,430487.8,34027,2.5,83.9,1126.0,3863354,11900.0,849.5,1487.4,9179.1,2604,0,3892171,3238236,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0,0,460,692.7,14.4,35,58.3,0,531.9,
826,full-cycle,16164,28,1065,0,0,0,2,0,111,2183,425,131,20854012,431112.3,169899,19.6,19.6,1126.0,3870521,11910.9,849.8,1489.8,9186.2,2651,0,3899407,3243929,1093,6322,2721,133598,25,313,61,0,0,0,5888,0,138.0,12,55,393,772.1,19.9,34,58.8,0,512.0,promoted
827,young,3167,116,8,324,0,25,1,0,77,1931,434,586,20883863,431804.4,38099,5.6,25.2,1126.0,3875387,11918.1,850.0,1491.6,9190.9,2663,0,3904276,3247894,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,841.0,18.2,34,58.1,0,512.0,
828,young,3597,166,7,397,0,38,2,0,109,2050,436,759,20898979,432375.5,34429,3.0,28.2,1126.0,3880169,11923.0,850.3,1493.3,9193.2,2673,0,3909102,3252369,0,0,0,0,0,0,0,0,0,0,0,1,140.0,0,0,459,829.7,18.2,34,57.5,0,512.0,
829,young,3467,20,7,290,0,30,1,0,98,2066,436,909,20913796,432881.2,33805,2.7,30.9,1126.0,3884639,11928.8,850.5,1494.9,9196.9,2677,0,3913635,3256230,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,822.8,18.2,34,57.2,0,512.0,
830,young,3826,25,8,506,0,36,2,0,108,2023,440,1050,20929459,433391.7,38643,2.8,33.7,1126.0,3889084,11935.7,850.7,1496.7,9201.4,2677,0,3918133,3260051,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,459,816.4,18.2,34,57.2,0,512.0,
831,young,4004,50,8,480,0,29,1,0,76,2087,441,1162,20943808,433902.9,37217,2.8,36.5,1126.0,3893539,11941.5,850.8,1498.1,9205.2,2679,0,3922642,3263880,0,0,0,0,0,0,0,0,0,0,0,1,140.0,0,0,459,810.0,18.2,34,57.1,0,512.0,
