gc,kind,pause_us,suspend_us,fixctx_us,roots_us,freach_us,handles_us,dep_us,after_us,weak_us,cards_us,card_regions,sweep_us,zero_us,zero_mb,marked_n,marked_mb,live_mb,committed_mb,win_n,win_ms,wait_ms,carve_ms,wzero_ms,blk_n,span_n,hole_n,clean_n,pause_a_us,window_us,pause_b_us,window_marked_n,bsusp_us,rescan_us,drain2_us,predrain_us,predrain_cards,predrain_passes,csweep_us,trim_us,pool_mb,bfresh_n,breo_n,bold_n,holes_mb,tail_mb,cls_n,clsfree_mb,spanreg_n,budget_mb,reason
1441,young,3384,40,7,452,0,19,2,0,76,1940,436,763,31701702,755380.3,36696,2.7,28.9,1126.0,6780523,15709.7,1309.0,2579.0,11144.9,4499,0,6839466,5826593,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,842.1,8.9,27,44.9,0,512.0,
1442,young,3869,52,6,497,0,29,2,1,102,2109,439,987,31716448,755889.3,37802,2.8,31.6,1126.0,6784998,15714.1,1309.2,2580.2,11147.4,4499,0,6843994,5830617,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,835.6,8.9,27,44.9,0,512.0,
1443,young,3634,24,8,286,0,30,2,0,99,1986,440,1129,31738986,756399.3,29459,2.1,33.7,1126.0,6789450,15719.1,1309.4,2581.9,11150.3,4499,0,6848508,5834609,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,1,463,829.9,8.9,27,44.9,0,512.0,
1444,young,3252,49,7,509,0,22,2,0,89,1445,448,1031,31752877,756911.2,23647,1.8,35.5,1126.0,6793972,15722.7,1309.6,2583.3,11151.9,4499,0,6853068,5838857,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,824.2,8.9,27,44.9,0,512.0,
1445,young,3714,223,7,423,0,36,2,0,110,1721,445,1073,31776563,757270.3,31158,2.3,37.8,1126.0,6798547,15728.3,1311.1,2584.9,11153.9,4499,0,6857711,5843114,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,816.6,8.9,27,44.9,0,512.0,
1446,young,4045,16,6,344,0,29,2,0,105,2074,453,1400,31802466,757934.7,37057,2.8,40.6,1126.0,6802994,15733.4,1311.3,2586.6,11156.4,4501,0,6862216,5847143,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,810.7,8.9,27,44.8,0,512.0,
1447,young,5247,29,6,514,0,32,2,0,114,2881,448,1580,31818819,758448.9,37202,2.7,43.4,1126.0,6807512,15738.0,1311.4,2588.0,11159.0,4501,0,6866800,5851293,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,803.9,8.9,27,44.8,0,512.0,
1448,young,5218,318,7,753,1,30,2,0,111,2229,445,1685,31833950,758961.4,36871,2.7,46.1,1126.0,6812053,15742.8,1311.6,2589.7,11161.6,4501,0,6871370,5855365,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,797.3,8.9,27,44.8,0,512.0,
1449,young,4641,26,5,433,0,22,1,1,83,2336,447,1666,31850152,759474.1,36963,2.7,48.8,1126.0,6816590,15748.7,1311.8,2591.4,11165.0,4501,0,6875950,5859339,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,1,463,790.6,8.9,27,44.8,0,512.0,
1450,young,5081,35,6,661,0,37,2,0,126,2215,447,1928,31866907,759985.6,34964,2.5,51.3,1126.0,6821146,15753.5,1312.3,2593.2,11167.1,4501,0,6880551,5863545,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,784.9,8.9,27,44.8,0,512.0,
1451,young,4587,33,8,489,0,19,1,0,96,1804,449,2057,31883890,760497.3,29495,2.2,53.5,1126.0,6825710,15758.4,1312.5,2594.7,11169.8,4501,0,6885168,5867720,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,779.7,8.9,27,44.8,0,512.0,
1452,young,4973,29,7,698,0,26,2,0,97,1873,453,2145,31901252,761009.6,27214,2.0,55.5,1126.0,6830280,15762.6,1312.7,2596.5,11171.5,4501,0,6889774,5872015,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,774.7,8.9,27,44.8,0,512.0,
1453,young,4646,95,28,658,0,19,1,0,70,1554,453,2133,31927215,761521.9,20900,1.5,57.0,1126.0,6834843,15768.8,1313.3,2598.8,11174.3,4501,0,6894389,5876011,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,770.5,8.9,27,44.8,0,512.0,
1454,young,4795,25,8,441,0,35,2,0,116,1879,451,2184,31949418,762036.0,21850,1.7,58.7,1126.0,6839425,15774.0,1313.6,2600.6,11176.8,4501,0,6899004,5880197,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,766.7,8.9,27,44.8,0,512.0,
1455,young,4958,31,7,638,0,27,2,0,104,1682,451,2360,31964711,762551.5,23349,1.7,60.3,1126.0,6843997,15779.4,1313.8,2602.6,11179.5,4501,0,6903636,5884387,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,761.6,8.9,27,44.8,0,512.0,
1456,young,5053,18,42,291,0,32,2,0,111,1918,450,2558,31982609,763063.7,24860,1.9,62.3,1126.0,6848575,15784.7,1314.0,2604.2,11182.6,4501,0,6908275,5888476,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,756.8,8.9,27,44.8,0,512.0,
1457,young,5626,18,6,603,0,33,2,0,105,2288,449,2481,32001206,763575.6,37401,2.7,65.0,1126.0,6853181,15788.2,1314.1,2605.8,11183.8,4501,0,6912935,5892848,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,750.8,8.9,27,44.8,0,513.0,
1458,young,5181,32,8,382,0,25,2,0,105,2187,450,2366,32018208,764084.4,33799,2.5,67.5,1126.0,6857806,15793.6,1314.5,2607.8,11186.4,4501,0,6917629,5896986,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,745.0,8.9,27,44.8,0,515.5,
1459,young,5226,69,6,657,0,26,2,0,104,1598,451,2702,32035834,764602.2,25637,1.8,69.3,1126.0,6862463,15801.3,1315.3,2609.6,11190.6,4501,0,6922347,5900999,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,740.2,8.9,27,44.8,0,517.3,
1460,young,4698,30,8,591,0,26,2,0,98,1282,450,2575,32057062,765119.3,17456,1.3,70.6,1126.0,6867161,15807.2,1315.5,2611.3,11194.2,4501,0,6927079,5905156,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,736.2,8.9,27,44.8,0,518.6,
1461,young,4854,19,6,152,0,21,2,0,87,1726,450,2803,32070953,765637.8,27395,2.1,72.7,1126.0,6871852,15812.6,1315.7,2612.9,11197.5,4501,0,6931838,5909351,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,731.8,8.9,27,44.8,0,520.7,
1462,young,5285,24,6,461,0,25,2,0,74,1981,451,2636,32085506,766157.7,38494,2.8,75.5,1126.0,6876606,15817.6,1315.9,2614.3,11200.3,4501,0,6936652,5913594,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,725.4,8.9,27,44.8,0,523.5,
1463,young,5178,17,7,305,0,29,2,0,110,1838,451,2784,32103082,766678.5,27644,1.9,77.5,1126.0,6881379,15822.7,1316.1,2616.0,11203.1,4501,0,6941475,5917982,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,720.4,8.9,27,44.8,0,525.5,
1464,young,5255,15,6,754,0,20,1,0,80,1519,452,2780,32118701,767200.6,21318,1.6,79.1,1126.0,6886177,15827.1,1316.4,2617.6,11205.3,4501,0,6946341,5922406,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,716.4,8.9,27,44.8,0,527.1,
1465,young,5728,170,6,789,0,28,2,0,79,1856,450,2729,32134581,767727.8,28218,2.1,81.1,1126.0,6891011,15832.4,1316.6,2619.1,11208.5,4501,0,6951231,5926760,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,710.5,8.9,27,44.8,0,529.1,
1466,young,5628,41,5,626,0,29,2,0,102,1893,453,2852,32150659,768254.3,30634,2.3,83.4,1126.0,6895894,15838.7,1317.0,2621.0,11212.0,4501,0,6956159,5931078,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,464,704.7,8.9,27,44.8,0,531.4,
1467,full-cycle,10732,17,1041,0,0,0,2,0,114,1595,423,131,32165691,768792.0,165128,18.5,18.5,1126.0,6901985,15843.6,1317.3,2622.6,11214.4,4535,0,6962315,5936691,1058,6248,2386,135505,31,540,82,0,0,0,980,0,144.0,11,10,440,864.9,17.6,30,52.6,0,512.0,promoted
1468,young,2920,15,6,343,0,22,2,0,73,1808,424,580,32190571,769647.2,35281,5.4,23.9,1126.0,6907982,15851.7,1317.5,2624.3,11220.2,4561,0,6968312,5941439,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,842.6,17.6,30,51.1,0,512.0,
1469,young,3037,48,8,231,0,23,2,0,91,1820,438,724,32206673,770120.8,30929,2.5,26.3,1126.0,6912469,15856.5,1317.7,2626.0,11222.7,4565,0,6972836,5945546,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,836.8,17.6,30,50.8,0,512.0,
1470,young,3357,26,6,714,0,16,2,0,70,1694,437,767,32224358,770636.1,32227,2.4,28.7,1126.0,6917011,15863.1,1319.3,2627.5,11225.8,4565,0,6977436,5949600,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,1,460,828.9,17.6,30,50.8,0,512.0,
1471,young,3582,32,5,397,0,21,2,0,69,2150,437,834,32241960,771145.3,36695,2.7,31.4,1126.0,6921503,15868.8,1319.4,2628.7,11229.7,4565,0,6981954,5953396,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,1,460,821.9,17.6,30,50.8,0,512.0,
1472,young,3187,122,8,534,0,21,2,0,72,1340,438,1008,32257210,771656.1,36676,3.1,34.5,1126.0,6925993,15874.9,1319.6,2630.0,11233.9,4573,0,6986490,5957265,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,816.2,17.6,30,50.4,0,512.0,
1473,young,3780,34,6,254,0,21,2,0,82,2222,438,1092,32271165,772168.9,34256,2.6,37.1,1126.0,6930464,15879.5,1319.9,2631.3,11236.5,4575,0,6991031,5961213,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,810.3,17.6,30,50.3,0,512.0,
1474,young,3737,17,5,408,0,19,2,0,64,2067,439,1112,32291015,772678.9,35339,2.6,39.7,1126.0,6934965,15884.4,1320.1,2632.6,11239.6,4575,0,6995579,5965142,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,803.1,17.6,30,50.3,0,512.0,
1475,young,3688,24,8,253,0,11,1,0,57,2127,441,1140,32308942,773190.7,38011,2.9,42.6,1126.0,6939464,15890.4,1320.3,2634.0,11243.6,4577,0,7000128,5968990,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,797.0,17.6,30,50.1,0,512.0,
1476,young,4217,51,5,514,0,30,2,0,78,1953,442,1511,32323191,773704.0,36291,2.6,45.3,1126.0,6943995,15895.4,1320.7,2635.5,11246.3,4577,0,7004711,5973087,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,790.8,17.6,30,50.1,0,512.0,
1477,young,4404,34,7,516,0,36,2,1,117,1946,444,1608,32338680,774214.3,32665,2.4,47.6,1126.0,6948535,15901.9,1320.9,2636.9,11250.8,4577,0,7009299,5976965,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,785.1,17.6,30,50.1,0,512.0,
1478,young,4228,29,6,289,0,34,2,0,81,1910,445,1826,32353848,774724.2,33978,2.5,50.2,1126.0,6953101,15907.7,1321.1,2638.3,11254.4,4577,0,7013903,5980907,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,779.3,17.6,30,50.1,0,512.0,
1479,young,4421,16,5,424,0,22,1,1,107,2088,447,1677,32369613,775236.2,38275,2.8,53.0,1126.0,6957679,15914.9,1321.3,2639.7,11259.6,4577,0,7018529,5984812,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,2,459,772.0,17.6,30,50.1,0,512.0,
1480,young,4440,26,7,563,0,22,2,0,68,2018,448,1638,32383283,775746.4,37734,2.8,55.7,1126.0,6962245,15919.3,1321.5,2640.9,11262.1,4577,0,7023155,5988924,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,2,459,766.0,17.6,30,50.1,0,512.0,
1481,young,4670,26,13,407,0,32,2,0,80,2272,452,1746,32396421,776256.7,38183,2.8,58.5,1126.0,6966838,15925.0,1321.6,2642.2,11264.8,4577,0,7027796,5993020,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,760.3,17.6,30,50.1,0,512.0,
1482,young,4809,30,7,458,0,29,2,1,85,2150,452,1979,32409258,776765.8,38280,2.8,61.4,1126.0,6971439,15929.0,1321.8,2643.4,11266.9,4577,0,7032450,5997228,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,753.9,17.6,30,50.1,0,512.0,
1483,young,4795,24,7,424,0,20,2,0,67,2113,450,2079,32424446,777278.7,33273,2.4,63.8,1126.0,6976061,15934.6,1322.1,2645.3,11270.0,4577,0,7037118,6001350,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,748.1,17.6,30,50.1,0,512.0,
1484,young,4674,46,7,540,0,31,2,0,77,1818,453,2099,32439604,777789.6,27888,2.1,65.8,1126.0,6980694,15940.5,1322.6,2646.8,11273.3,4577,0,7041798,6005436,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,743.0,17.6,30,50.1,0,513.8,
1485,young,4521,22,6,263,0,18,2,0,65,2038,446,2006,32453517,778301.1,32235,2.4,68.2,1126.0,6985426,15943.8,1322.8,2648.1,11274.7,4577,0,7046586,6009893,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,735.4,17.6,30,50.1,0,516.2,
1486,young,4883,25,6,419,0,24,1,0,79,2113,446,2139,32467522,778811.4,37626,2.8,71.0,1126.0,6990104,15949.4,1323.9,2649.8,11277.0,4577,0,7051322,6014085,0,0,0,0,0,0,0,0,0,0,0,1,144.0,0,0,461,729.1,17.6,30,50.1,0,519.0,
1487,young,5127,44,6,538,0,24,1,1,84,2087,446,2270,32480820,779323.5,36608,2.7,73.7,1126.0,6994840,15953.8,1324.2,2651.1,11279.5,4577,0,7056106,6018303,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,722.7,17.6,30,50.1,0,521.7,
1488,young,5124,15,6,263,0,33,2,0,107,2159,446,2496,32495639,779843.3,37187,2.7,76.4,1126.0,6999644,15958.9,1324.4,2652.4,11282.5,4577,0,7060966,6022470,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,716.0,17.6,30,50.1,0,524.4,
1489,young,5325,37,47,526,0,20,1,0,78,2028,444,2514,32511388,780358.8,36426,2.7,79.1,1126.0,7004456,15963.7,1324.6,2653.8,11285.2,4577,0,7065844,6026817,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,2,459,708.9,17.6,30,50.1,0,527.1,
1490,young,4829,18,6,281,0,24,2,0,69,1874,447,2491,32525860,780885.5,36091,2.7,81.7,1126.0,7009324,15968.7,1324.8,2655.3,11288.2,4577,0,7070760,6031112,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,702.9,17.6,30,50.1,0,529.7,
1491,young,5722,29,5,593,0,30,2,0,110,2181,447,2675,32541975,781411.8,38765,2.8,84.6,1126.0,7014287,15972.3,1325.0,2656.9,11289.5,4577,0,7075784,6035801,0,0,0,0,0,0,0,0,0,0,0,0,144.0,0,0,461,695.5,17.6,30,50.1,0,532.6,
1492,full-cycle,10178,17,813,0,0,0,2,1,124,1477,428,143,32556172,781957.4,168435,18.7,18.7,1126.0,7020510,15977.8,1325.3,2658.9,11292.2,4607,0,7082034,6041435,830,5695,2242,135167,16,503,98,0,0,0,1355,0,154.0,10,14,434,853.4,15.2,28,48.8,0,512.0,promoted
1493,young,3166,121,6,462,0,16,1,0,63,1869,441,540,32587902,782705.7,33745,5.5,24.2,1126.0,7025982,15984.2,1325.5,2660.5,11296.3,4639,0,7087534,6045835,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,845.1,13.6,28,46.9,0,512.0,
1494,young,2971,45,6,282,0,20,1,1,76,1836,440,638,32603218,783291.8,32436,2.4,26.5,1126.0,7030654,15989.3,1325.7,2662.0,11299.4,4639,0,7092254,6049943,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,834.6,13.6,28,46.9,0,512.0,
1495,young,3036,16,5,153,0,27,1,0,78,1925,441,766,32619551,783801.3,33990,2.5,29.1,1126.0,7035052,15995.8,1325.9,2663.3,11303.9,4639,0,7096714,6053627,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,828.1,13.6,28,46.9,0,512.0,
1496,young,3650,15,5,360,0,18,1,0,75,2194,438,908,32640116,784316.3,38474,2.8,31.9,1126.0,7039479,16000.5,1326.1,2664.6,11306.8,4639,0,7101196,6057510,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,821.2,13.6,28,46.9,0,512.0,
1497,young,3443,46,5,565,0,12,1,0,59,1833,439,856,32655335,784827.6,35911,2.6,34.5,1126.0,7043940,16007.5,1326.3,2666.0,11311.7,4639,0,7105705,6061264,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,815.1,13.6,28,46.9,0,512.0,
1498,young,3647,47,6,400,0,26,2,0,146,1762,438,1158,32673703,785339.4,31054,2.3,36.8,1126.0,7048445,16013.8,1326.5,2667.7,11315.5,4639,0,7110260,6065109,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,808.2,13.6,28,46.9,0,512.0,
1499,young,3561,151,8,402,0,35,2,0,106,1734,447,1041,32697322,785700.9,25850,1.9,38.7,1126.0,7053101,16021.5,1327.0,2669.0,11321.1,4639,0,7114978,6068986,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,799.1,13.6,28,46.9,0,512.0,
1500,young,3513,34,5,480,0,24,2,0,76,1483,444,1329,32720600,786361.7,22502,1.6,40.3,1126.0,7057573,16029.9,1328.8,2671.6,11324.8,4639,0,7119501,6072875,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,794.3,13.6,28,46.9,0,512.0,
1501,young,3721,39,5,341,0,26,2,0,132,1757,441,1355,32736667,786876.8,28370,2.2,42.5,1126.0,7062047,16035.1,1328.9,2673.1,11328.0,4639,0,7124016,6076827,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,789.7,13.6,28,46.9,0,512.0,
1502,young,4153,16,5,535,0,17,1,0,75,2024,443,1405,32749770,787392.9,38253,2.8,45.3,1126.0,7066550,16040.0,1329.1,2674.4,11330.9,4639,0,7128550,6080859,0,0,0,0,0,0,0,0,0,0,0,1,156.0,0,0,457,783.6,13.6,28,46.9,0,512.0,
1503,young,4048,24,7,396,0,26,2,0,79,2019,441,1441,32766176,787903.0,35954,2.6,47.9,1126.0,7071055,16046.5,1329.6,2675.8,11335.1,4639,0,7133108,6084634,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,777.7,13.6,28,46.9,0,512.0,
1504,young,4074,35,9,590,0,24,2,0,98,1629,445,1610,32783653,788417.4,33406,2.5,50.4,1126.0,7075570,16051.6,1329.8,2677.1,11338.3,4641,0,7137675,6088633,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,772.4,13.6,28,46.8,0,512.0,
1505,young,4093,32,8,430,0,27,2,0,77,1815,445,1607,32798820,788928.1,32302,2.4,52.8,1126.0,7080108,16057.8,1330.0,2678.5,11341.9,4641,0,7142266,6092587,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,766.6,13.6,28,46.8,0,512.0,
1506,young,4681,106,8,388,0,30,2,0,105,2180,445,1766,32822145,789275.0,33543,2.5,55.3,1126.0,7084742,16063.3,1330.9,2679.9,11344.8,4641,0,7146958,6096548,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,760.4,13.6,28,46.8,0,512.0,
1507,young,4636,98,7,624,0,24,1,0,77,1896,442,1846,32842837,789951.4,34741,2.5,57.8,1126.0,7089284,16071.7,1332.5,2681.5,11349.6,4641,0,7151545,6100466,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,753.9,13.6,28,46.8,0,512.0,
1508,young,4561,18,7,538,0,29,1,0,82,1930,440,1885,32856140,790458.6,33714,2.5,60.3,1126.0,7093835,16076.5,1332.7,2682.8,11352.5,4641,0,7156148,6104499,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,747.7,13.6,28,46.8,0,512.0,
1509,young,4852,33,5,305,0,31,2,1,78,2054,441,2262,32877330,790973.2,35538,2.6,62.9,1126.0,7098417,16081.4,1332.9,2684.1,11355.5,4641,0,7160773,6108553,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,741.3,13.6,28,46.8,0,512.0,
1510,young,5062,270,12,298,0,32,2,0,112,1839,443,2389,32904074,791429.6,27731,2.0,64.9,1126.0,7103046,16127.3,1359.6,2699.1,11359.3,4641,0,7165440,6112625,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,735.8,13.6,28,46.8,0,512.9,
1511,young,4896,22,6,468,0,30,2,1,107,1952,445,2213,32921609,791996.2,28002,2.1,67.0,1126.0,7107672,16133.4,1359.8,2700.4,11363.0,4641,0,7170110,6116614,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,729.7,13.6,28,46.8,0,515.0,
1512,young,7557,33,8,677,0,42,2,0,152,3268,445,3296,32937271,792509.0,32645,2.4,69.4,1126.0,7112325,16139.6,1360.0,2702.2,11366.8,4641,0,7174813,6120662,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,723.6,13.6,28,46.8,0,517.4,
1513,young,7729,33,8,366,0,45,3,1,142,3295,444,3752,32952511,793022.5,31281,2.4,71.7,1126.0,7117027,16144.5,1360.1,2703.7,11369.6,4641,0,7179559,6124969,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,718.9,13.6,28,46.8,0,519.7,
1514,young,5400,92,6,484,0,32,2,1,98,2178,445,2461,32967610,793542.1,28297,2.0,73.7,1126.0,7121744,16149.8,1360.3,2705.2,11372.5,4641,0,7184332,6129082,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,714.1,13.6,28,46.8,0,521.7,
1515,young,4628,53,7,255,0,29,2,0,102,1540,444,2570,32991617,794062.7,17261,1.7,75.4,1126.0,7126494,16156.7,1360.8,2706.8,11376.8,4649,0,7189129,6133299,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,710.2,13.6,28,46.3,0,523.4,
1516,young,5864,36,8,577,0,32,2,0,113,1910,445,3104,33008118,794585.5,22167,1.7,77.1,1126.0,7131270,16170.7,1366.8,2708.6,11382.6,4651,0,7193973,6137442,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,705.6,13.6,28,46.2,0,525.1,
1517,young,5930,23,6,341,0,36,2,0,119,2235,446,3066,33023765,795110.9,29309,2.2,79.4,1126.0,7136072,16175.6,1367.0,2710.0,11385.4,4651,0,7198839,6141834,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,700.5,13.6,28,46.2,0,527.4,
1518,young,5667,74,8,435,0,26,1,0,95,1729,444,3229,33039939,795636.9,29675,2.1,81.5,1126.0,7140925,16180.7,1367.6,2712.1,11387.4,4651,0,7203762,6146302,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,695.4,13.6,28,46.2,0,529.5,
1519,young,5833,70,7,704,0,33,2,0,119,1786,440,3040,33056658,796165.9,22181,1.7,83.2,1126.0,7145825,16186.7,1368.3,2713.9,11390.4,4651,0,7208717,6150784,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,457,690.7,13.6,28,46.2,0,531.2,
1520,full-cycle,10189,24,916,0,0,0,2,0,102,1395,427,119,33071847,796700.9,161110,18.1,18.1,1126.0,7151744,16192.7,1368.5,2715.9,11393.5,4681,0,7214661,6156128,940,6142,2018,138972,20,433,44,0,0,0,1045,0,138.0,13,8,441,867.7,22.7,32,56.9,0,512.0,promoted
1521,young,3130,27,6,352,0,23,2,0,93,1916,424,644,33096914,797561.8,39107,5.5,23.6,1126.0,7157795,16199.9,1368.7,2717.6,11398.3,4707,0,7220734,6161081,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,1,460,840.7,20.7,32,55.4,0,512.0,
1522,young,3367,48,6,399,0,25,2,0,75,1823,430,893,33112812,798039.7,33615,2.5,26.1,1126.0,7162281,16205.5,1368.9,2719.1,11401.8,4709,0,7225256,6164988,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,461,834.1,20.7,32,55.3,0,512.0,
1523,young,3359,82,6,167,0,33,2,0,106,1948,431,925,33128749,798548.4,30967,2.4,28.5,1126.0,7166748,16212.7,1369.1,2720.5,11407.0,4711,0,7229789,6168744,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,461,828.4,20.7,32,55.1,0,512.0,
1524,young,3428,83,8,347,0,30,2,1,102,1972,436,805,33154832,798895.9,38094,2.8,31.3,1126.0,7171580,16218.6,1370.1,2722.8,11409.1,4711,0,7234662,6173175,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,461,815.6,20.7,32,55.1,0,512.0,
1525,young,3211,24,6,322,0,19,1,0,72,1723,451,958,33173074,799563.7,29308,2.1,33.4,1126.0,7175998,16222.7,1370.2,2724.2,11411.3,4711,0,7239143,6177175,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,1,460,810.2,20.7,32,55.1,0,512.0,
1526,young,2734,49,7,440,0,16,2,0,71,1017,451,1016,33190353,800078.8,14159,1.0,34.4,1126.0,7180437,16230.5,1370.4,2726.0,11416.7,4711,0,7243635,6180995,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,461,807.0,20.7,32,55.1,0,512.0,
1527,young,2808,24,7,264,0,23,2,0,96,1290,451,1047,33206900,800593.3,20858,1.7,36.1,1126.0,7184875,16238.9,1370.6,2727.8,11422.7,4711,0,7248115,6184779,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,461,802.9,20.7,32,55.1,0,512.0,
1528,young,3703,17,5,385,0,26,2,0,101,1800,451,1299,33220772,801108.6,38036,2.8,38.9,1126.0,7189337,16244.1,1370.8,2729.1,11425.6,4711,0,7252626,6188616,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,461,797.2,20.7,32,55.1,0,512.0,
1529,young,4050,24,7,414,0,32,2,0,103,2017,452,1413,33234913,801622.7,34166,2.5,41.3,1126.0,7193818,16249.9,1371.0,2730.7,11429.0,4711,0,7257162,6192513,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,2,459,790.1,20.7,32,55.1,0,512.0,
1530,young,3807,34,7,402,0,18,1,0,78,1744,451,1442,33250489,802135.6,31350,2.3,43.7,1126.0,7198300,16256.2,1371.3,2732.1,11433.4,4711,0,7261696,6196387,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,461,785.1,20.7,32,55.1,0,512.0,
1531,young,4149,23,8,318,0,19,1,0,77,2071,448,1580,33265256,802648.1,36071,2.7,46.3,1126.0,7202810,16260.5,1371.5,2733.3,11435.9,4711,0,7266260,6200526,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,2,459,778.5,20.7,32,55.1,0,512.0,
